"country,iso3,pillar,module,indicator_id,indicator_name,indicator_type,variable_name,question,hierarchy_level,data_type,response,response_value,normalized_response_value,weight,score,parent,row_order,question_order,wip,wib,wim,regional_hub,un_region,barometer_region,city,city_ascii,lat,lng,iso2,capital,Capa",
,
"Many political parties do not declare the resources they use during elections, but there is no control by the National Elections Commission.",
,
There are many funds that are used without knowing the source or how the political parties got them. This information is not available as open data.,
,
Sources,
(1) https://www.eisa.org/pdf/moz2019laws.pdf,
"(2) http://www.cconstitucional.org.mz/content/download/1213/7089/file/Lei%20n.%C2%BA%202%202019,%20de%2031%20de%20Maio%20(BR%20I%20105).pdf"",2.0,1.0,1.0,8.075000000000001,G.PI.POLFIN,0.0,51241.0,0.065,0.0195,0.075,Local Development Research Institute (LDRI),Eastern Africa,Africa,Maputo,Maputo,-25.9667,32.5833,MZ,primary,Integridad Política",
"Namibia,NAM,Governance,POLITICAL INTEGRITY,G.PI.POLFIN,Governance (PI): Political finance,Primary,G.PI.POLFIN,""To what extent do relevant laws, regulations, policies, and guidance provide a basis for collecting and publishing data on campaign and party finance?"",1,response,""While there are  laws, policies, or regulations requiring collection or publication of this information in any form, the publication of such data does not meet the true essence of open data, allowing public to explore the datasets. ",
"The Act requires that such information is kept up to data at their office however."",2.0,1.0,1.0,48.19499999999999,G.PI.POLFIN,0.0,51241.0,0.065,0.0195,0.075,Local Development Research Institute (LDRI),Southern Africa,Africa,Windhoek,Windhoek,-22.57,17.0836,,primary,Integridad Política",
"Nepal,NPL,Governance,POLITICAL INTEGRITY,G.PI.POLFIN,Governance (PI): Political finance,Primary,G.PI.POLFIN,""To what extent do relevant laws, regulations, policies, and guidance provide a basis for collecting and publishing data on campaign and party finance?"",1,response,""The Political Parties Act, 2058 (2002) provides the basis for the collection and publication of data on the campaign and party finance under the Section 11, 12, and 13 [1]. The evaluation and monitoring are done by the Election Commission Nepal [2]. But the act doesn't provide the basis for the collection of information on assets and liabilities, in-kind and non-financial support, etc. Also, it requires the publication as a report, not as a structure's open data.",
,
"[1] Political Parties Act, 2058 (2002): https://www.lawcommission.gov.np/en/archives/category/documents/law-archives/statutes-acts-law-archives/political-parties-act-2058-2002",
"[2] Election Commission Nepal: https://www.election.gov.np/election/np"",2.0,1.0,1.0,28.56,G.PI.POLFIN,0.0,51241.0,0.065,0.0195,0.075,East-West Management Institute Inc. (EWMI),Southern Asia,South and East Asia,Kathmandu,Kathmandu,27.71,85.32,NP,primary,Integridad Política",
"Netherlands,NLD,Governance,POLITICAL INTEGRITY,G.PI.POLFIN,Governance (PI): Political finance,Primary,G.PI.POLFIN,""To what extent do relevant laws, regulations, policies, and guidance provide a basis for collecting and publishing data on campaign and party finance?"",1,response,""The Act 'financiering politieke partijen' requires political parties to be transparent about their party finance, including the publication gifts, subsidies and liabilities. Each year and with each election, the parties must submit their financial documents to the Minister of the Interior and Kingdom Relations (1). Donors need to be made public, financial contributions need to be explained, information regarding assets and liabilities needs to be disclosed, just as for income, spending, in-kind and non-financial contributions. ",
"Regarding verification, each political party is obligated to instruct an accountant to examine their financial reports. Each party that participates in the elections has to provide the Minister of Internal Affairs an overview per calendar year with donations above €4500,- and debts more than €25.000,-. For candidates that are on the list of candidates for the elections the same rules apply: donations, gifts, etc. above €4500,- need to be reported per calendar year.  The Commission 'toezicht financiën politieke partijen' made up by three members provides advice regarding the supervision of this Act. For example, analysing the provision of all the required data by each political party, the designation of a legal entity as an ancillary institution, the possible omission of the data of natural persons for security reasons and the imposition of an administrative fine.",
,
"1 - https://wetten.overheid.nl/BWBR0033004/2019-02-23"",2.0,1.0,1.0,83.9325,G.PI.POLFIN,0.0,51241.0,0.065,0.0195,0.075,Access Info Europe,Western Europe,""European Union, United Kingdom, North America, Israel, Australia and New Zealand"",Tilburg,Tilburg,51.55,5.0833,NL,minor,Integridad Política",
"New Caledonia,NCL,Governance,POLITICAL INTEGRITY,G.PI.POLFIN,Governance (PI): Political finance,Primary,G.PI.POLFIN,""To what extent do relevant laws, regulations, policies, and guidance provide a basis for collecting and publishing data on campaign and party finance?"",1,response,""A French colony since 1853, New Caledonia became a French Overseas Territory (TOM) from 1946. New Caledonia is entering the final phase of the self-determination process under the Noumea Accord(May 5, 1998) on the accession of New Caledonia to full sovereignty. This will be decided on December 12, 2021 following a 3rd self-determination referendum (1).",
,
"New Caledonia is an overseas collectivity with a special status. Its unique status results from the Nouméa Accord (3), approved during the electoral consultation of November 8, 1998. Organic law n ° 99-209 of March 19, 1999 sets the framework in which the development of the institution of New Caledonia will take place for twenty years. (2)",
,
"The Pacific Community (SPC) is an international government organisation that is owned and governed by its member states. New Caledonia is one of three Pacific island French associated territories which make up the 22 Pacific island countries and territories that govern the organisation. As an apolitical organisation, the SPC must remain neutral in matters relating to political governance within our member states. Given the politically sensitive time that New Caledonia is going through leading up to the referendum in December, SPC, as the commissioning organisation for the GDB survey in New Caledonia, has decided to refrain from responding to the questions under the Political Integrity module.",
,
,
,
,
#REFERENCE,
(1) https://www.elections-nc.fr/histoire/etapes-du-processus-institutionnel,
(2) 'The tages of the Instututional Process' https://gouv.nc/gouvernement-et-institutions/en-un-coup-doeil,
"(3) Noumea Accord https://unterm.un.org/UNTERM/Display/record/UNHQ/__Noumea_Accord/9BCA7682FD6EEF7985257A85006D4AEB"",0.0,0.0,1.0,0.0,G.PI.POLFIN,0.0,51241.0,0.065,0.0195,0.075,Pacific Community (SPC),Melanesia,South and East Asia,Nouméa,Noumea,-22.2758,166.458,NC,primary,Integridad Política",
"New Zealand,NZL,Governance,POLITICAL INTEGRITY,G.PI.POLFIN,Governance (PI): Political finance,Primary,G.PI.POLFIN,""To what extent do relevant laws, regulations, policies, and guidance provide a basis for collecting and publishing data on campaign and party finance?"",1,response,""NZ's Electoral Act 1993, Part 6A has mandatory requirements for election expenses and donations(1). The Department of Internal Affairs issues AML-CFT guidance on election financing(2). The Electoral Commission issues guidance(3) and rules on election expenses and donations(4) and reports on party expenditure(5-6). The NZ Serious Fraud Office investigates political party donations that appear to not comply with the legislation and guidelines(7). The regulated election expenses  incurred  for  each  campaign  represent but a fraction of the total that will actually be spent on seeking election. The  full  extent  of  such  expenditure  is  shrouded in mystery as candidates, parties and  promoters  are  required  to  publicly  report  only  on  their  election  expenses  following  each  contest,  not  their  full  campaign accounts(8). There is extensive political and media discussion on this topic(9-12). ",
,
1. Electoral Act 1993. Part 6A. https://www.legislation.govt.nz/act/public/1993/0087/latest/DLM1867438.html?search=sw_096be8ed81af7251_donations+disclosure_50_se&p=1&sr=2,
,
2. NZ Department of Internal Affairs. 2020. Election financing laws. https://www.dia.govt.nz/AML-CFT-Election-financing-laws ,
,
3. NZ Electoral Commission. 2020. Party Secretary Handbook.,
https://elections.nz/assets/Handbooks/Party-Secretary-Handbook-2020-August.pdf,
,
4. NZ Electoral Commission. 2021. Guidance and rules: Donations and loans. https://elections.nz/guidance-and-rules/donations-and-loans/,
,
5. NZ Electoral Commission. 2021. Party donations and loans,
https://elections.nz/stats-and-research/party-donations-and-loans/,
https://elections.nz/democracy-in-nz/political-parties-in-new-zealand/party-donations-and-loans-by-year/,
,
"6. NZ Electoral Commission. 2021. Party donations exceeding $30,000 since 1 January 2011 https://elections.nz/democracy-in-nz/political-parties-in-new-zealand/donations-exceeding-30000/",
,
7. NZ Serious Fraud Office. 2021. National Party Donations. https://sfo.govt.nz/media-cases/cases/national-party-donations/,
,
"8.Geddis, Andrew. 2012. Funding New Zealand's election campaigns – recent stress points and potential responses. Policy Quarterly.  Vol. 17 No. 2 (2021): Special issue: Vested Interests. Institute for Governance and Policy Studies, Victoria University of Wellington. https://ojs.victoria.ac.nz/pq/issue/view/742/75",
,
9. Te Ao - Māori News. 2021. Māori Party will cooperate if investigated by Serious Fraud Office. https://www.teaomaori.news/maori-party-will-cooperate-if-investigated-serious-fraud-office,
,
10. Newsroom. 2021. The blurred lines around political donations. 2021. https://www.newsroom.co.nz/podcast-the-detail/the-blurred-lines-around-political-donations.,
,
"11. Owen, Catrin. 2021. NZ's Serious Fraud Office is currently investigating donations to four major NZ political parties. Stuff. https://www.stuff.co.nz/national/politics/300306540/serious-fraud-office-charges-six-people-over-2017-labour-party-election-donations",
,
"12. Dreaver, Charlie. 2020. Electoral donation laws under scrutiny again after latest Serious Fraud Office investigation. Radio New Zealand. https://www.rnz.co.nz/news/political/421157/electoral-donation-laws-under-scrutiny-again-after-latest-serious-fraud-office-investigation"",2.0,1.0,1.0,65.74,G.PI.POLFIN,0.0,51241.0,0.065,0.0195,0.075,Access Info Europe,Australia and New Zealand,""European Union, United Kingdom, North America, Israel, Australia and New Zealand"",Auckland,Auckland,-36.8406,174.74,NZ,admin,Integridad Política",
"Nigeria,NGA,Governance,POLITICAL INTEGRITY,G.PI.POLFIN,Governance (PI): Political finance,Primary,G.PI.POLFIN,""To what extent do relevant laws, regulations, policies, and guidance provide a basis for collecting and publishing data on campaign and party finance?"",1,response,""The Constitution of the Federal Republic of Nigeria section 225, subsection 1 & 2 provides a ground for the collection of information relating to political parties expenses, liabilities and Assets (1). Section 89, subsection 1 of the Electoral Act of 2009 also requires that all political parties to submit a copy of the election expenses to the commission within 90 days of the election (2)",
,
Sources:,
(1) https://lawsofnigeria.placng.org/laws/C23.pdf,
"(2)https://www.refworld.org/pdfid/4c3dcbb82.pdf"",2.0,1.0,1.0,31.47,G.PI.POLFIN,0.0,51241.0,0.065,0.0195,0.075,Local Development Research Institute (LDRI),Western Africa,Africa,Lagos,Lagos,6.455,3.3841,NG,minor,Integridad Política",
"Oman,OMN,Governance,POLITICAL INTEGRITY,G.PI.POLFIN,Governance (PI): Political finance,Primary,G.PI.POLFIN,""To what extent do relevant laws, regulations, policies, and guidance provide a basis for collecting and publishing data on campaign and party finance?"",1,response,""Oman does not allow political parties and only holds elections with expanding suffrage for a consultative assembly (1)(2).",
,
## References,
,
"1- Chairman of the Omani Shura Council: """"The absence of political parties in the Sultanate is a blessing"""" https://www.france24.com/ar/20171115-%D8%AD%D9%88%D8%A7%D8%B1-%D8%B3%D9%84%D8%B7%D9%86%D8%A9-%D8%B9%D9%85%D8%A7%D9%86-%D8%B1%D8%A6%D9%8A%D8%B3-%D9%85%D8%AC%D9%84%D8%B3-%D8%A7%D9%84%D8%B4%D9%88%D8%B1%D9%89-%D8%AE%D8%A7%D9%84%D8%AF-%D8%A7%D9%84%D9%85%D8%B9%D9%88%D9%84%D9%8A",
"2- https://en.wikipedia.org/wiki/Politics_of_Oman"",0.0,0.0,1.0,0.0,G.PI.POLFIN,0.0,51241.0,0.065,0.0195,0.075,Birzeit University,Western Asia,Middle East and North Africa,Masqaţ,Masqat,23.5889,58.4083,OM,primary,Integridad Política",
"Panama,PAN,Governance,POLITICAL INTEGRITY,G.PI.POLFIN,Governance (PI): Political finance,Primary,G.PI.POLFIN,""To what extent do relevant laws, regulations, policies, and guidance provide a basis for collecting and publishing data on campaign and party finance?"",1,response,""The Electoral Code established the collecting and publishing of data on campaign and party finance, at a national level.",
,
##Sources,
"https://www.tribunal-electoral.gob.pa/publicaciones/codigo-electoral/"",2.0,1.0,1.0,53.89000000000001,G.PI.POLFIN,0.0,51241.0,0.065,0.0195,0.075,ILDA,Central America,Latin America and the Caribbean,Panama City,Panama City,8.9833,-79.5167,PA,primary,Integridad Política",
"Paraguay,PRY,Governance,POLITICAL INTEGRITY,G.PI.POLFIN,Governance (PI): Political finance,Primary,G.PI.POLFIN,""To what extent do relevant laws, regulations, policies, and guidance provide a basis for collecting and publishing data on campaign and party finance?"",1,response,""Paraguay has recently modified its Law on Political Financing (1)(2). However, while it was one of the assumed objectives, the modifications did little to increase transparency in political financing according to Marta Ferrara, executive director of Semillas and expert in political financing (3). Ferrara also mentions a key loophole, which is that political parties are not subject of Law 5282/2014 on the Access to Public Information. In fact, the Electoral Justice Tribunal (Tribunal Superior de Justicia Electoral), the agency in charge to monitor and publish information on political financing received by political movements, alliances, and parties has not published anything on its webpage, contrary to what the law mandates (4).",
,
Sources:,
"(1) Biblioteca y Archivo Central del Congreso de la Nación Paraguaya. 2020. """"Ley Nº 6501 / Modifica la Ley Nro. 4743/2012 'Que regula el Financiamiento Político, que fuera modificado por la Ley Nro. 6167/2018 y modifica la Ley Nro. 834/1996 que establece el Código Electoral Paraguayo'"""". https://www.bacn.gov.py/leyes-paraguayas/9161/ley-n-6501--modifica-la-ley-n-47432012-que-regula-el-financiamiento-poltico-que-fuera-modificado-por-ley-n-61672018-y-modifica-la-ley-n-8341996-que-establece-el-codigo-electoral-paraguayo",
"(2) Biblioteca y Archivo Central del Congreso de la Nación Paraguaya. 2012. """"Ley Nº 4743 / Regula el Financiamiento Político"""". https://www.bacn.gov.py/leyes-paraguayas/1198/ley-n-4743--regula-el-financiamiento-poltico",
"(3) ABC Color. 16 Feb 2020. """"Ferrara afirma que la ley trazará el dinero en blanco"""". https://www.abc.com.py/edicion-impresa/politica/2020/02/16/ferrara-afirma-que-la-ley-trazara-el-dinero-en-blanco/",
"(4) TSJE. 2020. """"Financiamiento Político - Tribunal Superior de Justicia Electoral"""". https://tsje.gov.py/financiamiento-politico.html"",2.0,1.0,1.0,49.115,G.PI.POLFIN,0.0,51241.0,0.065,0.0195,0.075,ILDA,South America,Latin America and the Caribbean,Asunción,Asuncion,-25.3,-57.6333,PY,primary,Integridad Política",
"Peru,PER,Governance,POLITICAL INTEGRITY,G.PI.POLFIN,Governance (PI): Political finance,Primary,G.PI.POLFIN,""To what extent do relevant laws, regulations, policies, and guidance provide a basis for collecting and publishing data on campaign and party finance?"",1,response,""The National Office of Electoral Processes (ONPE) is the authority in charge of organising, executing and delivering the official results of different electoral processes, primary, referendum and other types of elections. JEFATURAL RESOLUTION N° 000436-2020-JN/ONPE (1) approving the regulation of financing and supervision of party funds (2) is approved.  The financing regulation presents information on the types of income and expenditure of those financing political parties and campaigns, which can be monetary or in kind, as well as those responsible, the schedules of support for the publication of financial information and the different contributors. The ONPE has a website where you can check who the contributors are at the public, private, natural or legal person level (3). ",
,
,
(1) https://www.onpe.gob.pe/modMarco-Legal/Resoluciones/RJ-436-2020-JN.pdf,
(2)https://busquedas.elperuano.pe/normaslegales/ley-que-modifica-el-titulo-vi-del-financiamiento-de-los-par-ley-no-31046-1888147-1/,
"(3)https://www.onpe.gob.pe/servicios/financiamiento-organizaciones-politicas/quien-aporta/"",2.0,1.0,1.0,46.02,G.PI.POLFIN,0.0,51241.0,0.065,0.0195,0.075,ILDA,South America,Latin America and the Caribbean,Lima,Lima,-12.06,-77.0375,PE,primary,Integridad Política",
"Philippines,PHL,Governance,POLITICAL INTEGRITY,G.PI.POLFIN,Governance (PI): Political finance,Primary,G.PI.POLFIN,""To what extent do relevant laws, regulations, policies, and guidance provide a basis for collecting and publishing data on campaign and party finance?"",1,response,""While the election law does require candidates and parties to report campaign contributions and expenses, there is no provision for the public release of these data.",
,
Source:,
,
"https://www.officialgazette.gov.ph/1991/11/26/republic-act-no-7166/"",2.0,1.0,1.0,6.0,G.PI.POLFIN,0.0,51241.0,0.065,0.0195,0.075,East-West Management Institute Inc. (EWMI),South-Eastern Asia,South and East Asia,Manila,Manila,14.5958,120.9772,PH,primary,Integridad Política",
"Portugal,PRT,Governance,POLITICAL INTEGRITY,G.PI.POLFIN,Governance (PI): Political finance,Primary,G.PI.POLFIN,""To what extent do relevant laws, regulations, policies, and guidance provide a basis for collecting and publishing data on campaign and party finance?"",1,response,""The main law regulating funding of political parties and election campaigns is Lei 19/2003.  (1)",
"There is a dedicated group within the Constitutional Court called """"ENTIDADE DAS CONTAS E FINANCIAMENTOS POLÍTICOS"""" who oversees this process.",
,
(1) Law 19/2003,
"https://dre.pt/application/file/a/692937"",2.0,1.0,1.0,65.19500000000001,G.PI.POLFIN,0.0,51241.0,0.065,0.0195,0.075,Access Info Europe,Southern Europe,""European Union, United Kingdom, North America, Israel, Australia and New Zealand"",Porto,Porto,41.1621,-8.622,PT,admin,Integridad Política",
"Qatar,QAT,Governance,POLITICAL INTEGRITY,G.PI.POLFIN,Governance (PI): Political finance,Primary,G.PI.POLFIN,""To what extent do relevant laws, regulations, policies, and guidance provide a basis for collecting and publishing data on campaign and party finance?"",1,response,""Qatar have recently announced Taking the necessary measures to issue a draft law on the Shura Council election system (1) as the first elections in the country is scheduled to be held on October 2021.",
,
## References,
,
"1- https://hukoomi.gov.qa/en/news/cabinet-taking-the-necessary-measures-to-issue-a-draft-law-on-the-shura-council-election-system"",0.0,0.0,1.0,0.0,G.PI.POLFIN,0.0,51241.0,0.065,0.0195,0.075,Birzeit University,Western Asia,Middle East and North Africa,Doha,Doha,25.2867,51.5333,QA,primary,Integridad Política",
"Romania,ROU,Governance,POLITICAL INTEGRITY,G.PI.POLFIN,Governance (PI): Political finance,Primary,G.PI.POLFIN,""To what extent do relevant laws, regulations, policies, and guidance provide a basis for collecting and publishing data on campaign and party finance?"",1,response,""Although constant efforts have been made to implement all international recommendations, and significant progress has been made in the area of election financing and control, there are still areas considered vulnerable and recommendations considered partially implemented or even not implemented, according to the latest adopted GRECO compliance report on Romania.(1) The Permanent Electoral Authority is the institution that keeps track of reports submitted by political parties regarding funding and spending of money. The institution manages the finantarepartide.ro website, where the parties' financial reports, the Authority's reports on irregularities and sanctions applied on this subject, etc. are constantly uploaded. However, the initiative of the civil society (NGO Expert Forum) - banipartide.ro reveals that the mission of the Authority is a difficult one and difficult to accomplish in optimal terms. One of the problems highlighted by this civil society initiative is that """"the different structure of the reports makes it difficult for an observer to follow both the campaign and the current funding, as the information is only marked differently in some reports"""". (2)",
Sources: ,
"(1) The Permanent Electoral Authority platform on parties financing, https://finantarepartide.ro/",
"(2) The Expert Forum NGO platform on finances of political parties in Romania, https://www.banipartide.ro/"",2.0,1.0,1.0,68.6375,G.PI.POLFIN,0.0,51241.0,0.065,0.0195,0.075,Access Info Europe,Eastern Europe,""European Union, United Kingdom, North America, Israel, Australia and New Zealand"",Bucharest,Bucharest,44.4325,26.1039,RO,primary,Integridad Política",
"Russia,RUS,Governance,POLITICAL INTEGRITY,G.PI.POLFIN,Governance (PI): Political finance,Primary,G.PI.POLFIN,""To what extent do relevant laws, regulations, policies, and guidance provide a basis for collecting and publishing data on campaign and party finance?"",1,response,""The Russian Central Election Commission requires all registered political parties to publish financial reports [1]. These reports are published as PDF documents by each political party. Also, Excel summary reports are published by the Russian Central Election Commission.",
,
"No mention of data and open data in regulation, so these reports are not machine-readable.",
,
##Sources,
"[1] http://cikrf.ru/politparty/finance/"",2.0,1.0,1.0,59.4225,G.PI.POLFIN,0.0,51241.0,0.065,0.0195,0.075,InfoCulture Russia,Eastern Europe,Eastern Europe and Central Asia,Moscow,Moscow,55.7558,37.6172,RU,primary,Integridad Política",
"Rwanda,RWA,Governance,POLITICAL INTEGRITY,G.PI.POLFIN,Governance (PI): Political finance,Primary,G.PI.POLFIN,""To what extent do relevant laws, regulations, policies, and guidance provide a basis for collecting and publishing data on campaign and party finance?"",1,response,""Back in 2003, the first law including provisions on political organizations was enacted. It was revised two times in 2013 and 2018 (1). ",
"The assessment for this indictor was primarily based on this law since it is the most important document with information on political organizations, that's so far available.",
,
This kind information has got few documentation about it.,
,
Sources:,
(1) Law governing political organizations and politicians. 2018.,
"https://www.rgb.rw/fileadmin/user_upload/RGB/Publications/LAWS_AND_REGULATIONS/New_Organic_law_governing_POs_30-08-2018.pdf"",2.0,1.0,1.0,5.04,G.PI.POLFIN,0.0,51241.0,0.065,0.0195,0.075,Local Development Research Institute (LDRI),Eastern Africa,Africa,Kigali,Kigali,-1.9439,30.0594,RW,primary,Integridad Política",
"Saint Lucia,LCA,Governance,POLITICAL INTEGRITY,G.PI.POLFIN,Governance (PI): Political finance,Primary,G.PI.POLFIN,""To what extent do relevant laws, regulations, policies, and guidance provide a basis for collecting and publishing data on campaign and party finance?"",1,response,""In Saint Lucia, there are no laws, policies or regulations requiring the collection or publication of data on campaign and party finance. The Electoral process in Saint Lucia is governed by the Electoral Act along with the relevant official Regulation and Rules to give full effect of the Act.(1) These documents do not speak to campaign financing. There was also an amendment to the Election Act in 2016, which also does not mention campaign financing(2).",
,
"According to the publication """"From Grassroots to the Airwaves: Paying for Political Parties and Campaigns in the Caribbean""""(3) extensive research on the subject and revealed that although both of the political parties are okay with the idea of campaign financing, it is just not high on the party agendas and has not received much media attention. Indeed, in Saint Lucia it has been almost absent from the media recently, save for the 2017 declaration by the then Prime Minister that there is a need for laws on campaign financing (4).",
,
,
Sources:,
"1) Consolidated Electoral Act and Related Regulations, 2008 Attached.",
"2)Election Amendment, 2016. Attached.",
3)https://www.oas.org/sap/docs/publications/grassroots.pdf,
"4)https://stluciatimes.com/pm-favours-campaign-financing-laws/"",2.0,1.0,1.0,3.9425,G.PI.POLFIN,0.0,51241.0,0.065,0.0195,0.075,The Caribbean Open Institute (COI),Caribbean,Latin America and the Caribbean,Castries,Castries,14.0167,-60.9833,LC,primary,Integridad Política",
"Saudi Arabia,SAU,Governance,POLITICAL INTEGRITY,G.PI.POLFIN,Governance (PI): Political finance,Primary,G.PI.POLFIN,""To what extent do relevant laws, regulations, policies, and guidance provide a basis for collecting and publishing data on campaign and party finance?"",1,response,""There is no political parties or national elections available in Saudi Arabia (1). Saudi Law of Municipal Councils first issued in 2014, in the article 51 the law forbid candidates from receiving any funding from third parties (2). The punishment could be an imprisonment for a period not exceeding one year or a fine not exceeding fifty thousand riyals, or with both penalties.",
,
"In the same article, it's mentioned that it's forbidden if the candidate does not disclose the sources of funding for his electoral campaign, and the ways in which it was spent. However there is no mention of funding details in the Executive Regulations for Municipal Councils System.",
,
## References,
,
1- https://en.wikipedia.org/wiki/Elections_in_Saudi_Arabia ,
2- https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/9da91b16-62ba-41d8-b6f7-a9a700f21d07/1,
"3- https://www.momra.gov.sa/sites/default/files/2021-05/%D8%A3%D8%AF%D8%A7%D8%A9%20%D8%A7%D9%84%D8%A5%D8%B5%D8%AF%D8%A7%D8%B1%20%2B%20%D8%A7%D9%84%D9%84%D8%A7%D8%A6%D8%AD%D8%A9%20%D8%A7%D9%84%D8%AA%D9%86%D9%81%D9%8A%D8%B0%D9%8A%D8%A9%20%D9%84%D9%86%D8%B8%D8%A7%D9%85%20%D8%A7%D9%84%D9%85%D8%AC%D8%A7%D9%84%D8%B3%20%D8%A7%D9%84%D8%A8%D9%84%D8%AF%D9%8A%D8%A9.pdf"",0.0,0.0,1.0,0.0,G.PI.POLFIN,0.0,51241.0,0.065,0.0195,0.075,Birzeit University,Western Asia,Middle East and North Africa,Riyadh,Riyadh,24.6333,46.7167,SA,primary,Integridad Política",
"Senegal,SEN,Governance,POLITICAL INTEGRITY,G.PI.POLFIN,Governance (PI): Political finance,Primary,G.PI.POLFIN,""To what extent do relevant laws, regulations, policies, and guidance provide a basis for collecting and publishing data on campaign and party finance?"",1,response,A law on the financing of political parties exists in Senegal but this law does not include a provision for publication of such information.,0.0,0.0,1.0,0.0,G.PI.POLFIN,0.0,51241.0,0.065,0.0195,0.075,Local Development Research Institute (LDRI),Western Africa,Africa,Dakar,Dakar,14.6928,-17.4467,SN,primary,Integridad Política",
"Sierra Leone,SLE,Governance,POLITICAL INTEGRITY,G.PI.POLFIN,Governance (PI): Political finance,Primary,G.PI.POLFIN,""To what extent do relevant laws, regulations, policies, and guidance provide a basis for collecting and publishing data on campaign and party finance?"",1,response,""Part iv of the Political Parties Act of 2002 provides for the regulation of the conduct of political parties and includes several provisions for collecting data on income, assets, expenditures, and liabilities.",
"The Act is limited however in stipulating that the said information be published as open. Members of the public can however political party data held at the Political Parties Registration Commission, the institution set up to regulate political parties after paying a fee. Additionally, the law requires the Commission to publish in the National Gazette such income, assets, and expenditure of parties within 30 days of receipt.",
,
Sources:,
"Political Parties Act 2002, https://aceproject.org/ero-en/regions/africa/SL/sierra-leone-the-political-parties-act-2002/at_download/file",
,
Interview,
"Luciene Momoh, Communications Officer and Spokesperson, Political Parties Registration Commission (PPRC)"",2.0,1.0,1.0,53.2,G.PI.POLFIN,0.0,51241.0,0.065,0.0195,0.075,Local Development Research Institute (LDRI),Western Africa,Africa,Freetown,Freetown,8.4844,-13.2344,SL,primary,Integridad Política",
"Slovakia,SVK,Governance,POLITICAL INTEGRITY,G.PI.POLFIN,Governance (PI): Political finance,Primary,G.PI.POLFIN,""To what extent do relevant laws, regulations, policies, and guidance provide a basis for collecting and publishing data on campaign and party finance?"",1,response,""There are 2 legal Acts important for the financing of parties and their political campaigns. The Act 85/2005 on Political Parties and Movements establishes requirements for the collection and publication of information related to financial support and donors of parties. (1)",
"Since this Act did not have a specific framework for collecting information about political campaigns, the Act 181/2014 on Election Campaign was adopted in 2014 and establishes the publication of information about financial support related to parliamentary, presidential and local elections.(2)",
,
"(1) Act 85/2005 Coll., on Political Parties and Movements. https://www.slov-lex.sk/pravne-predpisy/SK/ZZ/2005/85/20201201",
"(2) Act 181/2014 Coll., on Election Campaign and on amendment and supplementation of Act No. 85/2005 Coll. on political parties and political movements, as amended. https://www.slov-lex.sk/pravne-predpisy/SK/ZZ/2014/181/20210715"",2.0,1.0,1.0,72.0575,G.PI.POLFIN,0.0,51241.0,0.065,0.0195,0.075,Access Info Europe,Eastern Europe,""European Union, United Kingdom, North America, Israel, Australia and New Zealand"",Bratislava,Bratislava,48.1439,17.1097,SK,primary,Integridad Política",
"South Africa,ZAF,Governance,POLITICAL INTEGRITY,G.PI.POLFIN,Governance (PI): Political finance,Primary,G.PI.POLFIN,""To what extent do relevant laws, regulations, policies, and guidance provide a basis for collecting and publishing data on campaign and party finance?"",1,response,""The Political Party Funding Act 6 of 2018 (1) clearly stipulates the collection and publication of political party funding information for all parties in South Africa. The Independent Electoral Commussion is given the mandate to enforce the frameworks in the Act, including publishing financial statements for the funding of political parties.",
,
Sources,
,
"(1)https://www.gov.za/sites/default/files/gcis_document/201901/42188gon63politicalpartyfundingact6of2019.pdf"",2.0,1.0,1.0,45.79,G.PI.POLFIN,0.0,51241.0,0.065,0.0195,0.075,Local Development Research Institute (LDRI),Southern Africa,Africa,Johannesburg,Johannesburg,-26.2044,28.0456,ZA,admin,Integridad Política",
"Spain,ESP,Governance,POLITICAL INTEGRITY,G.PI.POLFIN,Governance (PI): Political finance,Primary,G.PI.POLFIN,""To what extent do relevant laws, regulations, policies, and guidance provide a basis for collecting and publishing data on campaign and party finance?"",1,response,""This is an important topic in Spain. The last head of government in Spain was removed from office by Congress for the first time since a democratic regime was restored in the country, falling victim to corruption cases related to the political party. While Law 19/2013 (1), does require economic, budgetary and statistical information to be made public, there is nothing that clearly indicates the obligation to publish information on campaign and party finance, although the collection of this information is required in law 8/2007 on the financing of political parties, article 14, (2) where it indicates that political parties must publish their accounts and balance sheets on their respective websites within a period of one month from the submission of this data to the accounting body.",
"The general electoral regime law (3) aims to achieve a stable framework for political decisions that reflect the right to vote are carried out in full freedom. Article 81 of the Constitution (4) establishes the need for the General Courts to approve, on an organic basis, a Law that regulates the general electoral regime.",
"It should be noted that although law 8/2007, of July 4, on financing of political parties, article 14, 8 (2) requires doners' identities to be made public, it only governs those donations superior to 25,000 euros. This same law stipulates that """"all political parties must submit consolidated annual accounts, detailing and documenting their income and expenses"""", therefore the information detailed in articles 2, 3, 4, 6, 8, 14, and 17 about income and spending should be included.",
"While information about in-kind and non-financial support is mentioned in article 2 of the aforementioned law, it is not clearly stated if this information should be collected.",
